longitude,latitude,date,name
92.708725,23.739746,2020-07-17,Vaivakawn_2
92.695946,23.751072,2020-08-13,Maubawk_3
92.492226,23.916945,2020-07-11,Mamit2
92.49111,23.92,2020-06-10,Mamit1
92.49028,23.924168,2020-06-11,Mamit3
92.49,23.94861,2020-05-29,Mamit5
92.39056,23.912779,2020-06-11,Mamit4
92.67528,24.231943,2020-10-21,Tumpui_veng1
92.74167,24.455,2020-05-25,Variengte_IOC_veng1
92.98905,24.646982,2020-06-08,SDMA_AS_2020_SONAI2
92.903854,24.721872,2020-06-04,SDMA_AS_2020_SONAI5
92.82317,24.727879,2020-06-08,SDMA_AS_2020_SONAI4
92.646805,24.703638,2020-06-02,SDMA_AS_2020_Mohanpur Grant Slide 1
92.64739,24.731167,2020-06-02,SDMA_AS_2020_Mohanpur Grant Slide 3
92.55505,24.79489,2020-06-02,SDMA_AS_2020_Chandipur Grant Slide
92.45372,24.780027,2020-06-02,SDMA_AS_2020_Karimpur Slide 2
92.45564,24.783806,2020-06-02,SDMA_AS_2020_Karimpur Slide 1
93.07306,24.920973,2020-06-02,SDMA_AS_2020_Kanakpur Slide
93.2457,24.8172,2020-06-02,Imphal-Jiribam Landslide-1c
93.284,24.774,2020-06-02,Imphal-Jiribam Landslide-1a
93.43889,24.775278,2020-05-27,Imphal-Jiribam Landslide-2
93.696,24.792,2020-08-28,Kotlen
93.814735,25.770794,2020-09-19,Patkai Bridge Kukidolong Stretch
93.805565,25.793833,2020-09-12,Patkai Bridge Kukidolong Stretch
93.80233,25.796417,2020-09-07,Patkai Bridge Kukidolong Stretch
88.424,27.565,2020-05-26,Myong Kyong 12th Mile Slide
88.509,27.52,2020-06-27,Uphill Panang Landslide
88.50451,27.505192,2020-06-27,Barfok-Lingdok GPU
88.528,27.506,2020-06-27,Mangan-Sangkhalang Road
88.535,27.502,2020-06-29,Mangang-Chungtohong Road
88.48735,27.456923,2020-06-27,Hee Gyanthang
88.61,27.453,2020-06-25,North_Sikkim_cutoff_event_2
88.62566,27.39839,2020-05-24,Satala Landslide
88.62358,27.398666,2020-05-24,Dhare Landslide
88.546,27.411,2020-06-25,North_Sikkim_cutoff_event_1
88.505,27.384,2020-06-25,North_Sikkim_cutoff_event_3
88.47566,27.389505,2020-06-27,Lum Village
88.429,27.39,2020-06-01,Sokpay_landslide
88.59,27.286,2020-09-08,20 Mile Bardun
88.553,27.261,2020-09-08,Gangtok_Rangpo_landslides
88.546,27.256,2020-09-08,Gai Dhara Landslide
88.459,27.251,2020-06-27,Tessta V NHPC Landslide
88.421,27.257,2020-06-08,Thakka Road mudslide
88.311,27.163,2020-08-06,Jorengthang Landslide
88.2034,27.2206,2020-10-02,Boom Tafel
88.219,27.286,2020-05-24,Lingchom Landslide
88.232,27.357,2020-06-28,Landslide near Fambrong Falls
89.98556,25.589167,2020-09-17,L325
89.97,25.581388,2020-09-17,L328
90.005554,25.577778,2020-09-17,L326
89.99917,25.574167,2020-09-17,L324
89.992775,25.567778,2020-09-17,L323
89.98194,25.559723,2020-09-17,L327
89.937225,25.5525,2020-09-17,L332
89.93222,25.544167,2020-09-17,L329
89.943054,25.501389,2020-09-17,L330
89.953,25.471905,2020-07-08,L321
89.5919,25.275,2020-08-09,L322
90.5069,25.26278,2020-07-13,L335
90.81416,25.551666,2020-07-13,L339
90.57521,25.582556,2020-09-06,Khera Songsak
90.57833,25.592367,2020-07-12,Rongap Songgitcham
90.394,25.726,2020-07-24,Tura Highway landslide
91.055,25.676,2020-07-14,Mawshynrut C and D block
91.16778,25.624443,2020-09-24,L338
91.178055,25.6,2020-06-27,L340
91.262,25.528,2020-07-11,Nongstoin Tura By-pass
91.272,25.523,2020-07-14,Nongstoin Block CandRD
25.54161,92.0125,2015-2016,Debris slide along NH-44 (TS 83 C/2)
25.53961,92.00156,2015-2016,Rock slide along NH-44 (TS 83 C/2)
25.56933,92.20214,2015-2016,Earth slide along Nongbah Road (TS 83 C/2)
25.43011,92.18217,2015-2016,Rock slide along NH-40 (TS 83 C/3)
25.49047,92.06931,2015-2016,Debris slide on downslope of road (TS 83 C/3)
25.40019,92.01573,2015-2016,Natural rock slide by toe erosion (TS 83 C/3)
25.65839,93.11808,May-2015,"Shallow translational debris slide along NH-54, ~2 km SE of Langlao Disa (LS-1)"
25.61092,93.09178,2015,"Shallow translational debris slide along NH-54, ~1.5 km W of Purana Dibolong (LS-4)"
25.67153,93.11522,05-07-2015,"Slope cut failure (topple) along NH-54, ~1 km E of Langlao Disa (LS-5)"
25.64897,93.12083,2015,"Shallow translational debris slide along NH-54, ~3 km N of Hatikhali (LS-6)"
25.50669,93.10536,2015,"Shallow translational debris slide along NH-54, near Langting (LS-7)"
25.81756,93.10886,15-11-2015,"Rock fall along NH-54, ~2 km SW of Arlongapai (LS-8)"
25.72561,93.13075,15-08-2015,Shallow translational debris slide at Manderdisa–Daolapur 3 (LS-9)
25.72486,93.13108,15-08-2015,Shallow translational debris slide at Manderdisa–Daolapur 3 (LS-10)
25.97253,91.85939,2015-2016,Umling Debris slide (reactivated)
91.75978,26.262201,2020-06-27,SDMA North Guwahati – Dirgheswari 3
91.76268,26.254368,2020-06-27,SDMA North Guwahati – Dirgheswari 2
91.765,26.196,2020-06-28,"Kharguli, Guwahati"
91.69352,26.214209,2020-06-26,"Gauripur, North Guwahati"
91.689445,26.210833,2020-06-25,"Amingaon, Guwahati"
91.756,26.146,2020-06-26,"Kahilipara, Guwahati"
91.863,26.102,2020-07-12,Jorabat – 12th Mile
91.889,25.746,2020-10-24,"NH-06, Umsning"
91.893,25.65,2020-09-24,"Ryndang Briew, Umiam"
91.88272,25.62,2020-05-21,Mawiong Umjapung
91.884,25.581,2020-07-12,"Police Reserve, Shillong"
91.88,25.561,2020-09-25,"Dhobi Ghat, Laban"
91.86076,25.5573,2020-09-26,L267
91.84,25.56,2020-06-27,L264
91.8409,25.563,2020-09-24,L266
91.845,25.566,2020-06-27,L263
91.817,25.5097,2020-06-27,L279
91.8062,25.5035,2020-05-21,L284
91.805,25.49052,2020-06-27,L270
91.81946,25.496,2020-06-27,L268
91.81968,25.49393,2020-07-11,L271
91.8215,25.4895,2020-06-27,L275
91.82072,25.48429,2020-06-27,L269
91.813225,25.470934,2020-05-24,L234
91.82667,25.460016,2020-05-27,L177
91.8357,25.4617,2020-06-27,L283
91.84,25.448,2020-07-11,Laitlyngkot–Pomlum
91.74595,25.4717,2020-09-25,L261
91.8468,25.351,2020-05-26,L259
91.786,25.4,2020-05-29,Mawkdok–Khadarshnong Rd
91.766815,25.393795,2020-06-27,L218
91.75563,25.380148,2020-05-27,L191
91.767845,25.355244,2020-06-24,L195
91.76776,25.34702,2020-06-27,L222
91.76536,25.347097,2020-08-30,L211
91.79079,25.33172,2020-06-27,L227
91.79825,25.323166,2020-06-24,L205
91.803795,25.326237,2020-06-27,L231
91.93597,25.3946,2020-05-26,L18
91.94392,25.380934,2020-05-27,L32
91.981186,25.37435,2020-06-27,L39
91.9854,25.378433,2020-07-10,L43
91.98962,25.385916,2020-06-26,L34
91.98842,25.38875,2020-05-26,L2
91.99098,25.392033,2020-05-26,L10
92.0077,25.3451,2020-05-23,Mawlat
92.05989,25.590668,2020-09-27,"Thangshalai, Diengpasoh"
92.18784,25.453518,2020-05-26,Shillong–Agartala Rd
92.201385,25.447416,2020-05-26,Salaroh
92.19558,25.441778,2020-05-26,Iawmusiang Landslide II
92.19447,25.442333,2020-05-26,Iawmusiang Landslide I
